O*NET-SOC Code,Title,wq1,wq2,wq3,wq4,wq5,wq6,wq7,wq8,wq9,wq10,wq11,wq12,wq13,wq14,wq15,wq16,wq17,wq18,wq19,wq20,wq21,wqD,wq22,wq23,dVq1,dVq2,dVq3,dVq4,dVq5,dVq6,dVq7,dVq8,dVq9,dVq10,dVq11,dVq12,dVq13,dVq14,dVq15,dVq16,dVq17,dVq18,dVq19,dVq20,dVq21,dVqD,dVq22,dVq23,mSML,vmSML,sdmSML
11-3031.02,"Financial Managers, Branch or Department",3.927295589373227,3.8078733556873874,3.539495744132061,3.678359556358009,3.4758189321640445,3.2553520763476915,3.5634188805777667,3.7063451122001547,3.269635027082796,3.517732783079701,3.7865295331441837,3.3070673200928553,3.5485555842145993,3.361813257673459,3.935517152437452,3.555713180294042,3.5205055455248906,3.648181583698736,3.2431003353108077,3.5141862264637607,3.6224206860974983,4.248710343048749,3.4365166365746713,3.1710407531596596,0.24772058144301734,0.34645668880173053,0.48606206624876064,0.28974233516768216,0.46383149124504663,0.29680202332106925,0.42752144254267266,0.25520348471495385,0.5877329636909954,0.22824500158970096,0.3641570599781072,0.5375555899138825,0.31658526642720364,0.33331393331576536,0.4541645485622981,0.19941517145296714,0.19206082257693352,0.16140994243790116,0.3630499356812563,0.24148046364315018,0.3268716787535831,0.14959316955943008,0.3491451054536001,0.16767836399991423,3.5490633866391548,0.3389374322745761,0.582183332185469
11-3051.00,Industrial Production Managers,3.9237608255021192,3.709323751612309,3.506034641606781,3.5310484613967206,3.3603894109698427,3.2734782875744735,3.373272526257601,3.6915269332350595,3.2117652478349,3.607041950740127,3.783060008598981,3.105752103679136,3.527240341502365,3.267520422578466,4.016153798906702,3.711488852036116,3.5752257232356737,3.7325717093544624,3.1748817640194096,3.4475769301639954,3.814246667895093,4.212302684110313,3.2288403660708807,3.150958172102451,0.18869729283548342,0.20885539306585907,0.39185827630134107,0.11000890625661557,0.3897768440391326,0.27630394885088905,0.37641834284140996,0.17823436155271646,0.4411399095127587,0.18097363841375294,0.11913281025151604,0.44633471421639437,0.26822434587619737,0.3840585016968343,0.3323020627861232,0.46346836866449515,0.10057304806013813,0.33790106397207353,0.5284767764508161,0.3120819918859388,0.20806244407888952,0.1704727866248616,0.2094799975090444,0.13366316887876678,3.495001074872551,0.2761127225569608,0.5254642923710048
11-3051.01,Quality Control Systems Managers,3.78227636127917,3.7134291270527227,3.62959161624892,3.6939282627484875,3.447763612791703,3.7136452031114953,3.482254753673293,3.755942091616249,3.51788029386344,3.774875756266206,3.7945926966292136,3.4822817631806395,3.6097126188418325,3.5357875972342265,3.809042783059637,3.756536300777874,3.622001944684529,3.7250432152117545,3.507508643042351,3.4534896283491787,3.872082973206569,4.1302128349178915,3.1203003457216942,3.086322385479689,0.14678802258727827,0.2670290362475526,0.361258087328157,0.28180626278807963,0.420213235391615,0.45948753358329925,0.6315657782293473,0.32237718074342114,0.4034994394301643,0.5055461168020426,0.09450970877985006,0.6046180001254997,0.3725245068675583,0.33824901236129673,0.4370390145913903,0.45784945481881356,0.28367186732551813,0.391744272116888,0.3433695061915035,0.3367520835138636,0.19614803805926723,0.18506898019827267,0.5583994776403299,0.501812706784975,3.6051939282627488,0.3665511356826687,0.6054346667334707
11-3051.02,Geothermal Production Managers,3.6516091051805337,3.6323783359497646,3.2006671899529042,3.2539638932496078,3.4771585557299844,3.5559262166405023,3.101255886970173,3.3766483516483516,3.318877551020408,3.4107142857142856,3.670486656200942,3.662676609105181,3.611734693877551,3.221624803767661,3.7937598116169546,3.5371271585557302,3.2237048665620094,3.635596546310832,3.362755102040816,3.64328885400314,3.839835164835165,4.108163265306122,2.5963893249607537,2.6055729984301412,0.6094420732608947,0.20779975953066893,0.518651438688022,0.11781199555658517,0.3373707331018388,0.20851864761724037,0.6067409659190327,0.17827926880811498,0.2391824920706116,0.21966738618524334,0.45480400178426644,0.3216426787778268,0.4442559390318137,0.38601784666891753,0.5024120019641717,0.32417102464702824,0.37185566171885975,0.19518304287661206,0.33180159308621404,0.15296712692443237,0.1841490309141408,0.3773705667510332,0.41362903523926176,0.5767271834467393,3.4150863422291993,0.34434148816814497,0.5868061759798928
11-3051.03,Biofuels Production Managers,3.773591549295775,3.4243838028169016,3.6014964788732393,3.062323943661972,3.5952464788732397,3.690404929577465,3.21443661971831,3.279929577464789,3.5889084507042255,3.5080985915492957,3.6590669014084507,3.659154929577465,3.629753521126761,3.2839788732394366,3.8022007042253523,3.271566901408451,3.2369718309859157,3.464964788732394,3.2762323943661973,3.679225352112676,3.634154929577465,4.036531690140845,2.6764084507042254,2.8328345070422536,0.32329907260464197,0.2213068386108907,0.45294670421295374,0.2618727682999405,0.606024939248165,0.35005758251091057,0.7662968657012498,0.20460598095615948,0.2820160620412617,0.7046879339416783,0.6416871574960327,0.7013422436024599,0.5417467702340806,0.6980091685677445,0.5137363540840112,0.5170084603129339,0.4650591400515771,0.1879890832672089,0.45072031219004166,0.31950679428684786,0.28697604641936125,0.34122705533376313,0.4360455514778814,0.5397933740205316,3.4553080985915487,0.45650846108782983,0.675654098698313
11-3051.04,Biomass Power Plant Managers,3.8606018039331658,3.697052590073439,3.547156094435408,3.123268766326581,3.660838385331953,3.4762309625905665,3.461333727635665,3.2705776529153727,3.6313396421706345,3.5897284242693086,3.6738626842131206,3.562817290157228,3.4719675686332496,3.525494110108926,3.62701463847405,3.3238947212775396,3.1968307950120756,3.754583764601508,3.3771871457439993,3.650795997831337,3.5492631475183596,4.118352309133027,2.837214746907191,2.797464143131746,0.22068902124175543,0.24640694029045584,0.40772648101511116,0.1723653941586026,0.3127288993575585,0.26129182718267535,0.5657457888180876,0.16349132517987572,0.2610934589445415,0.24308448273864608,0.5515114617824873,0.2743780388565863,0.4107785362179914,0.5891637014250493,0.58626266827603,0.20386790078981953,0.4971843307598178,0.18761761101543004,0.4207309496315381,0.17618198586927356,0.26948978021203934,0.2725386014274229,0.4413827774663311,0.6162781324936728,3.494127359653014,0.3438528792154852,0.5863896991041753
11-3051.06,Hydroelectric Production Managers,3.7102257547421855,3.7472281592305636,3.585325941757948,3.201242318995458,3.4849385519636655,3.57557440555704,3.038037670317927,3.3535265829548493,3.492686347849319,3.23764360138926,3.7453580016029924,3.343942025113545,3.4779254608602725,3.31141464066257,3.5315255142933477,3.3294816991717875,3.1457721079348118,3.7118621426663108,3.318093775046754,3.566357200106866,3.559076943628106,4.028954047555437,2.563117819930537,2.7105597114613946,0.25897939065916187,0.32420584882501124,0.34441765358029797,0.2752409092216594,0.30996050250252516,0.14123781459472412,0.7422830982336321,0.22144895781592197,0.2632129411628039,0.44808402793594804,0.5357535653961667,0.18594680347834616,0.270092797543035,0.46477786788076186,0.33897408210349583,0.301841222147046,0.5461513074026365,0.36563072959273735,0.48104484346378806,0.1426128187078432,0.3822716700080778,0.26616840905588557,0.7442628680313681,1.0645762429613916,3.4025614480363338,0.3933289515529175,0.6271594307294737
11-3061.00,Purchasing Managers,3.74716702249959,3.7131712924946627,3.3110937756610284,3.451305633108885,3.3553949745442604,3.1907948760059126,3.3135572343570376,3.6101166037116115,3.166201346690754,3.5982509443258337,3.6708819182131713,3.4036787649860405,3.3653719822630976,3.1728116275250455,3.711652159632124,3.8325669239612417,3.5075956643126953,3.749466250615865,3.214403021842667,3.449375923797011,3.463335523074397,4.176671046148793,3.15343241911644,2.885900804729841,0.2568725512352523,0.3261023149409199,0.5500462224975252,0.3985293896452813,0.41388984645856813,0.44082058676303687,0.4960973367773296,0.26281000994329085,0.3728533810394083,0.35637907799152635,0.29158274989311794,0.484741489406741,0.324525294103056,0.444642765358861,0.24512165860964052,0.2068295799493873,0.20827221774657106,0.2028347454942522,0.7498106183255704,0.18972041854334515,0.29784619623249997,0.18094245723524982,0.4498634032584113,0.48803176505491713,3.4206458367548045,0.38880539373519546,0.6235426158132221
11-3071.01,Transportation Managers,3.648343995047462,3.8657913743293437,3.4039070023386984,3.7198462649607924,3.53428085018572,3.67595267574632,3.6553686889530885,3.7382549181455493,3.2519947723208142,3.7414706286972073,3.7736277342137843,3.3797805750447103,3.40083746044848,3.3696347503095336,3.974239922960517,3.583118379419452,3.549086875773834,3.7070866006328242,3.58485520704361,3.6098844407758977,3.827056679048012,4.11126874398129,3.128258701334434,2.7231221626083366,0.41248255479988777,0.42711675919922554,0.5388441612051517,0.37401981747160457,0.4513952422127316,0.4872873771340106,0.5435208974522318,0.4002882350121534,0.6675712260927246,0.44027037359277665,0.25374940661009526,0.44318990462014896,0.2955167070609694,0.29605948277095495,0.28111663808515935,0.4181361887193804,0.20036725328627716,0.5107411257602927,0.5629168440324777,0.32343407661717594,0.4291691146395514,0.24010341734424256,0.21741884732133818,0.7102118575484391,3.5571768812766535,0.4257283151368945,0.6524785936234955
11-3071.02,Storage and Distribution Managers,3.701138335427512,3.676060551666368,3.624992520792198,3.4366885059534495,3.3450008975049363,3.4318793753365644,3.537665290492431,3.5567297911805182,3.4138619637408008,3.3977592293424284,3.7171064440854424,3.4168611260695267,3.3872883384191947,3.4345644109375937,3.530088852988692,3.5118545443666607,3.5410010171722615,3.7530963920301565,3.251660384132113,3.526252019386107,3.6214025010470894,4.065472985101418,3.1009468677077727,2.9721175133129902,0.1594021376474496,0.17639114222790922,0.5238271978339276,0.4200621138452299,0.5260336160465827,0.3018575162341099,0.3842516623567491,0.259005872678173,0.25455632020285707,0.3537219180561364,0.1505178165282099,0.21271237168712623,0.2782085945569611,0.23856743775773104,0.24694625848461152,0.30062770907261943,0.2567080946757639,0.29188145525713155,0.3752328381703066,0.26068670654546433,0.4100405468024167,0.18429029414544207,0.5004844292358359,0.6217743729155261,3.480772452581823,0.3295812452737073,0.5740916697477044
11-3071.03,Logistics Managers,3.8440455287558146,3.8029987986322893,3.747189107599421,3.7229153189785293,3.482495456365709,3.4654606783106923,3.5793210732218217,3.8819887256260976,3.6689461848874103,3.8048932630995287,3.8140344392077132,3.6867125650740844,3.6260126913717157,3.2409281335674462,3.781659119613098,3.700112435696023,3.6077534423805564,3.629085420324677,3.470235344854142,3.563125712349444,3.845062070665065,4.181529741551921,2.9795459446138683,2.879547484828882,0.3103816858384981,0.2524355594662584,0.386331290168349,0.23809536890855865,0.3307198105457438,0.554699512847114,0.5191268491242484,0.21909246859112155,0.3541518441195104,0.2457969135679586,0.09272456569521093,0.27189855009122305,0.45362775311702,0.24827095468694452,0.3541013309455166,0.3315196918422936,0.24386466002996687,0.28603284393913403,0.3311375741192121,0.2396341619885583,0.4008002993128878,0.18866207373629051,0.2732868241964783,0.2861482216436806,3.614349413178081,0.30985111408824334,0.55664271672972
11-3111.00,Compensation and Benefits Managers,3.3703357182168414,3.668519537699505,3.4089983489268025,3.4717941662080354,3.3824711062190427,3.266483214089158,3.149807374793616,3.413511282333517,3.2968904788112274,3.5210787011557514,3.551320858558063,3.224105668684645,3.191827187671987,3.0158227848101267,3.71609796367639,3.4610346725371492,3.3962850853054487,3.377215189873418,3.1777930654925703,3.5194551458447996,3.706053935057788,3.9909741331865716,3.303990093560815,3.2014859658778207,0.42116185757396135,0.21391908873036786,0.6012834582618126,0.3109843795733784,0.4440868857455934,0.2260835595696366,0.44844382640681224,0.38311546396186696,0.4794422663026693,0.4104252535749779,0.4181031902070046,0.30937580538155157,0.3985513485985667,0.4674184158521605,0.45653731493072774,0.48171872398585414,0.23722753127452492,0.3992423640767343,0.6521838837970786,0.2293339353849127,0.49351682629665994,0.32187322094162163,0.3485664493606774,0.3656178616173894,3.391635938359935,0.39717434885693503,0.6302176995744685
11-3121.00,Human Resources Managers,3.3302619692863598,3.73383017163505,3.2328093947606145,3.540505871725384,3.407353206865402,3.238383017163505,3.0902258355916894,3.361707317073171,3.3358807588075883,3.6670099367660347,3.639918699186992,3.3231255645889792,3.447380307136405,2.851662149954833,4.058256549232159,3.5274796747967483,3.4424661246612467,3.4947154471544715,3.188509485094851,3.617940379403794,3.9805600722673895,4.189430894308943,3.14416440831075,3.2414453477868115,0.3092663872588741,0.2308647034678718,0.4932403156720517,0.3612650256355017,0.5875382218272649,0.2767635702505775,0.359250144722465,0.3621285213827748,0.564175985781538,0.34997729860647,0.352462053010774,0.33275036333621394,0.336227705110535,0.5188804049780937,0.3751103900692726,0.37767305175490784,0.220151912809101,0.42538535263401417,0.5958869382569164,0.2125128311337314,0.6572523210676251,0.2756877519994712,0.29669102867601993,0.315865541201633,3.4281052393857268,0.38943435566882023,0.624046757598195
11-3131.00,Training and Development Managers,3.6636495293265754,3.9292783007482504,3.3746077721457883,3.794834660873763,3.4182959208303165,3.6023412985759116,3.2111996138064205,3.716147719044171,3.3310403089548637,3.6929761042722666,3.8946415640839973,3.1894762249577604,3.6328747284576397,3.543808834178132,3.4783972966449435,3.4412261646150135,3.811006517016655,3.9821385469466573,2.937364228819696,3.456673907796283,3.9502775766352887,4.098962104755008,3.2033550567221822,3.2054067101134445,0.29741023874404593,0.2874495636300356,0.23608707159781248,0.09832475542908484,0.22464836331186633,0.1311506853497016,0.965200419483317,0.10643005493505793,0.14741207247608124,0.12191421786973762,0.030143867420387344,0.27902755573453014,0.18295376828000717,0.5109941338635456,0.24796441179090573,0.1283945380361467,0.09085037480667166,0.014253741847466233,0.5177699776439081,0.1388723066496338,0.08330489519354803,0.0518466176805326,0.3900973605386343,0.5436758121393819,3.5423606082548873,0.2672356868985425,0.516948437369282
11-9013.01,Nursery and Greenhouse Managers,3.703310580204778,3.725358361774744,3.7784641638225254,3.5611945392491466,3.3952901023890787,3.147235494880546,3.468088737201365,3.889351535836177,3.3152901023890786,3.272320819112628,4.000068259385666,3.2732423208191124,3.639829351535836,3.515085324232082,3.6969283276450513,3.724470989761092,3.723890784982935,3.7378839590443684,3.4868941979522186,3.4996245733788394,3.6899317406143344,4.16518771331058,2.5894539249146757,2.8832423208191127,0.2027006441542709,0.23112202743576904,0.5943319984313543,0.27843668456631215,0.3758845290374184,0.4052841663851646,0.39885368495847356,0.23962267391971173,0.17959101367905664,0.23629358990786148,0.3063708713361057,0.24290404935798127,0.33648586393939744,0.3892491110360439,0.18298260123394952,0.3219990091128998,0.3464827002450038,0.1672223710623692,0.6479055985897719,0.19959883516406715,0.3959139885147177,0.13865158592412258,0.337882523189942,0.21161508462533052,3.499923208191126,0.3174349262076437,0.5634136368669502
11-9013.02,Farm and Ranch Managers,3.547150325363749,3.4083954814652335,3.4225524603348685,3.4502266578928125,3.30130876654237,3.106419536448051,3.289034510492067,3.8047451926592086,3.2243913138846234,3.5059040725305253,3.544426774877531,3.3234993054032316,3.286274402281202,3.591193244132485,3.893169189149667,4.116628281055787,3.8983786649118954,3.7477973970900047,3.5081980697521384,3.233942019448709,3.450016450976091,4.400307084887037,2.769997075382028,2.8067558675148057,0.35772953502944493,0.2506086670206006,0.26455036632860834,0.30250847876195064,0.28860757035501633,0.8118025174648335,0.21994376452275455,0.4231411277080562,0.20322662555297866,0.41963715820792763,0.30165720535071333,0.4152660663822525,0.5807265564208699,0.3845605195770825,0.24137089626109337,0.43157572785315157,0.7645970946524155,0.19585391995715454,0.5196259809482373,0.11553949569994074,0.2233529828396966,0.2252554441941562,0.313336986660063,0.21083338874326474,3.398736930613439,0.34159552188842235,0.5844617368899545
11-9013.03,Aquacultural Managers,3.6957104913678616,3.6987649402390437,3.793173970783532,3.5303851261620185,3.5392563081009296,3.132722443559097,3.629402390438247,3.961009296148738,3.353758300132802,3.528950863213811,3.841102257636122,3.542164674634794,3.6239707835325365,3.7000664010624167,3.8336653386454183,3.8515803452855244,3.7446746347941566,3.9037184594953516,3.833293492695883,3.504594953519256,3.634422310756972,4.303134130146082,2.7958698539176625,2.991195219123506,0.18143069263450845,0.21871627011211459,0.44157447659560956,0.28798333994698494,0.3704111335093447,0.6376282235378979,0.3464422723448834,0.15739738769578612,0.4903088056803331,0.38368597323852,0.30148346851637275,0.2881634859411403,0.16292141747309125,0.17834771582108924,0.2375286635661868,0.49943242946760985,0.5553445931193332,0.23165505309439532,0.10074701036491483,0.2512626402755512,0.3476278535261345,0.2171712307917511,0.41654580156576,0.18155926202229591,3.5816474103585656,0.29807042307970416,0.5459582612981547
11-9021.00,Construction Managers,3.7678824362606234,3.5472733711048163,3.3432483474976395,3.606232294617564,3.205264400377715,3.5684017941454202,3.406869688385269,3.8607766761095377,3.1774669499527857,3.735894711992446,3.6437677053824364,3.3816100094428707,3.2369570349386216,3.003482058545798,3.888869216241738,3.8435434372049104,3.3898725212464593,3.392174220963173,3.1604107648725215,3.4212700661000945,3.7827549575070822,4.252714825306894,2.9115911237016054,2.82359537299339,0.08234959996535832,0.2977091613400049,0.38871680895619276,0.40337475623751096,0.3157513229158586,0.3080867752942315,0.39130608877903417,0.27632626174117086,0.5299874221843706,0.5364659369786471,0.32579567219596234,0.27697177047582616,0.7794568876724172,0.5220605853721553,0.31195353719211477,0.3246714856014057,0.3892382037680532,0.40419926237604564,0.8226660494025312,0.23348821223899469,0.18425820341026733,0.1819301887414945,0.4700078790902387,0.29466044439785427,3.4418732294617564,0.3810685013695061,0.6173074609702252
11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",3.853934506353861,3.885288367546432,3.671652003910068,3.8720918866080156,3.8207966764418373,3.770210166177908,3.867986314760508,3.7997189638318667,3.452590420332356,3.808712121212121,3.7734970674486803,3.5903103616813294,3.6451612903225805,3.447873900293255,4.046309872922776,3.9048875855327467,3.6401270772238514,3.742888563049853,3.9182306940371454,3.681708211143695,3.850048875855327,4.283467741935484,2.969367057673509,2.720931085043988,0.1595890325303933,0.28969233294060653,0.13614124286092405,0.36652278269402944,0.19531366964030616,0.3128287600009173,0.33065808257582924,0.06792045702388563,0.39090767551591976,0.27208542999644536,0.08043416185194104,0.20548142045633708,0.2131229700753634,0.12386726203956125,0.14391070684615526,0.1763967697025118,0.1445526557314704,0.1192207699213304,0.4048321905078598,0.2709950373747407,0.1699307568161035,0.1108514400640116,0.5107561894785047,0.6001620444524232,3.684178885630498,0.26060464694480506,0.5104945121593425
